datum,zz_kod,zz_nazev,kraj_nuts_kod,kraj_nazev,luzka_standard_kyslik_kapacita_volna_covid_pozitivni,luzka_standard_kyslik_kapacita_volna_covid_negativni,luzka_standard_kyslik_kapacita_celkem,luzka_hfno_cpap_kapacita_volna_covid_pozitivni,luzka_hfno_cpap_kapacita_volna_covid_negativni,luzka_hfno_cpap_kapacita_celkem,luzka_upv_niv_kapacita_volna_covid_pozitivni,luzka_upv_niv_kapacita_volna_covid_negativni,luzka_upv_niv_kapacita_celkem,ecmo_kapacita_volna,ecmo_kapacita_celkem,cvvhd_kapacita_volna,cvvhd_kapacita_celkem,ventilatory_prenosne_kapacita_volna,ventilatory_prenosne_kapacita_celkem,ventilatory_operacni_sal_kapacita_volna,ventilatory_operacni_sal_kapacita_celkem
2021-03-26,39001000,"Nemocnice Tábor, a.s.",CZ031,"Jihočeský kraj",28,80,108,4,0,4,2,0,2,,,1,1,1,1,6,6
2021-03-26,44101000,"Fakultní nemocnice Plzeň",CZ032,"Plzeňský kraj",70,233,997,7,10,77,1,7,84,1,5,12,15,43,43,51,51
2021-03-26,43010000,"Sušická nemocnice s.r.o.",CZ032,"Plzeňský kraj",,,,,,,,,,,,,,,,,
2021-03-26,44105000,"Mulačova nemocnice s.r.o.",CZ032,"Plzeňský kraj",5,4,21,4,0,4,1,1,8,,,,,1,1,4,4
2021-03-26,43001000,"Klatovská nemocnice, a.s.",CZ032,"Plzeňský kraj",36,26,133,9,0,13,1,5,19,,,1,1,5,5,10,10
2021-03-26,47101000,"Rokycanská nemocnice, a.s.",CZ032,"Plzeňský kraj",13,0,84,15,2,20,0,2,6,,,,,,,2,2
2021-03-26,40001000,"Domažlická nemocnice, a.s.",CZ032,"Plzeňský kraj",29,0,95,11,0,25,0,0,6,,,1,1,3,3,4,4
2021-03-26,45001000,"Stodská nemocnice a.s.",CZ032,"Plzeňský kraj",20,20,118,4,0,8,1,2,5,,,,,1,1,2,2
2021-03-26,44103000,"PRIVAMED a.s., Městská nemocnice Plzeň",CZ032,"Plzeňský kraj",22,0,30,0,0,4,1,0,2,,,,,,,,
2021-03-26,48008000,"NEMOS SOKOLOV s.r.o., Nemocnice Sokolov",CZ041,"Karlovarský kraj",,,,,,,,,,,,,,,,,
2021-03-26,42008000,"KKN a.s., Nemocnice Karlovy Vary",CZ041,"Karlovarský kraj",17,20,155,3,2,15,1,1,28,,,1,4,2,5,5,10
2021-03-26,42041000,"KKN a.s., Nemocnice Cheb",CZ041,"Karlovarský kraj",9,6,102,0,0,3,0,0,8,,,1,1,2,3,2,4
2021-03-26,42010000,"NEMOS PLUS s.r.o., Nemocnice Ostrov",CZ041,"Karlovarský kraj",5,6,19,5,0,10,0,0,1,,,,,0,3,0,3
2021-03-26,55021000,"Nemocnice Litoměřice, a.s.",CZ042,"Ústecký kraj",22,18,89,1,0,16,1,2,14,,,1,1,7,7,6,11
2021-03-26,55039000,"Podřipská nemocnice s pol. Roudnice n. L., s.r.o.",CZ042,"Ústecký kraj",3,5,35,2,1,9,0,4,4,,,0,0,3,3,5,5
2021-03-26,52120000,"Nemocnice Kadaň s.r.o.",CZ042,"Ústecký kraj",7,11,69,17,4,30,1,1,5,,,,,1,1,8,8
2021-03-26,59001000,"KZ, a.s., Masarykova nem. Ústí n. L., o.z.",CZ042,"Ústecký kraj",57,35,514,4,2,41,2,5,56,2,3,10,12,21,21,29,29
2021-03-26,51100000,"KZ, a.s., Nemocnice Děčín, o.z.",CZ042,"Ústecký kraj",3,20,23,15,0,15,3,0,3,,,,,,,,
2021-03-26,58101000,"KZ, a.s., Nemocnice Teplice, o.z.",CZ042,"Ústecký kraj",20,15,253,1,1,21,1,1,23,,,2,2,5,5,9,12
2021-03-26,57001000,"KZ, a.s., Nemocnice Most, o.z.",CZ042,"Ústecký kraj",20,33,134,3,3,15,0,0,14,,,2,2,3,3,21,31
2021-03-26,52110000,"KZ, a.s., Nemocnice Chomutov, o.z.",CZ042,"Ústecký kraj",20,13,131,10,0,29,0,3,15,,,0,2,3,3,10,10
2021-03-26,58102000,"VITA, s.r.o., Městská nemocnice Duchcov",CZ042,"Ústecký kraj",0,3,21,,,,,,,,,,,1,1,0,1
2021-03-26,51300000,"Lužická nemocnice a poliklinika, a.s.",CZ042,"Ústecký kraj",,,,,,,,,,,,,,,,,
2021-03-26,56007000,"Nemocnice Žatec, o.p.s.",CZ042,"Ústecký kraj",,,,,,,,,,,,,,,,,
2021-03-26,53201000,"Nemocnice Jablonec nad Nisou, p.o.",CZ051,"Liberecký kraj",44,17,180,0,0,4,0,0,8,,,,,,,,
2021-03-26,67102000,"MMN, a.s., Nemocnice Jilemnice",CZ051,"Liberecký kraj",,,,,,,,,,,,,,,,,
2021-03-26,67102000,"MMN, a.s., Nemocnice Semily",CZ051,"Liberecký kraj",,,,,,,,,,,,,,,,,
2021-03-26,50100000,"Nemocnice s poliklinikou Česká Lípa, a.s.",CZ051,"Liberecký kraj",0,0,60,3,0,15,0,0,20,,,1,2,6,6,15,15
2021-03-26,54100000,"Krajská nemocnice Liberec, a.s.",CZ051,"Liberecký kraj",92,38,351,9,0,32,2,3,50,0,3,3,7,6,6,31,31
2021-03-26,67104000,"Krajská nemocnice Liberec, a.s., Nemocnice Turnov",CZ051,"Liberecký kraj",0,32,110,0,1,2,0,0,7,,,0,1,,,1,3
2021-03-26,53286000,"Nemocnice Tanvald, s.r.o.",CZ051,"Liberecký kraj",,,,,,,,,,,,,,,,,
2021-03-26,61004000,"Fakultní nemocnice Hradec Králové",CZ052,"Královéhradecký kraj",62,50,1202,6,10,17,4,5,70,5,7,6,12,28,60,20,30
2021-03-26,69002000,"Městská nemocnice, a.s.",CZ052,"Královéhradecký kraj",,,,,,,,,,,,,,,,,
2021-03-26,64001000,"Oblastní nemocnice Náchod a.s.",CZ052,"Královéhradecký kraj",31,51,204,1,1,25,1,1,20,,,0,3,3,3,7,7
2021-03-26,64001000,"ON Náchod a.s., Nemocnice Rychnov nad Kněžnou",CZ052,"Královéhradecký kraj",4,5,50,4,3,16,2,1,8,,,2,2,3,3,2,4
2021-03-26,69001000,"Oblastní nemocnice Trutnov a.s.",CZ052,"Královéhradecký kraj",16,25,139,17,0,21,3,2,19,,,0,1,2,2,6,6
2021-03-26,63101000,"Oblastní nemocnice Jičín a.s.",CZ052,"Královéhradecký kraj",27,33,135,12,1,25,2,4,19,,,2,2,6,6,5,5
2021-03-26,61303000,"První privátní chirurgické centrum, spol. s r.o.",CZ052,"Královéhradecký kraj",0,4,4,,,,,,,,,,,,,4,4
2021-03-26,69003000,"Nemocnice Vrchlabí, s.r.o.",CZ052,"Královéhradecký kraj",,,,,,,,,,,,,,,,,
2021-03-26,65001000,"Nem. Pardubického kraje, a.s., Pardubická nem.",CZ053,"Pardubický kraj",80,75,452,4,6,28,1,4,38,0,0,5,5,6,6,27,27
2021-03-26,62001000,"Nem. Pardubického kraje, a.s., Chrudimská nem.",CZ053,"Pardubický kraj",22,14,139,12,0,18,2,2,18,,,1,1,2,2,7,7
2021-03-26,68001000,"Nem. Pardubického kraje, a.s., Svitavská nem.",CZ053,"Pardubický kraj",10,13,64,2,2,9,2,1,9,,,2,3,1,1,3,5
2021-03-26,68002000,"Nem. Pardubického kraje, a.s., Litomyšlská nem.",CZ053,"Pardubický kraj",,,,,,,,,,,,,,,,,
2021-03-26,70001000,"Nem. Pardubického kraje, a.s., Orlickoústecká nem.",CZ053,"Pardubický kraj",43,12,150,6,0,16,1,0,16,,,2,2,2,2,1,1
2021-03-26,84427000,"Nemocnice sv. Zdislavy, a.s.",CZ063,"Kraj Vysočina",10,0,10,,,,1,0,2,,,,,,,0,0
2021-03-26,35001000,"Nemocnice Pelhřimov, příspěvková organizace",CZ063,"Kraj Vysočina",46,48,177,1,0,10,3,0,9,,,2,2,,,,
2021-03-26,79001000,"Nemocnice Třebíč, příspěvková organizace",CZ063,"Kraj Vysočina",,,,,,,,,,,,,,,,,
2021-03-26,76001000,"Nemocnice Jihlava, příspěvková organizace",CZ063,"Kraj Vysočina",92,11,439,0,4,12,1,3,34,,,2,2,5,5,17,26
2021-03-26,60001000,"Nemocnice Havlíčkův Brod, příspěvková organizace",CZ063,"Kraj Vysočina",21,40,190,1,0,2,1,1,11,,,2,2,2,2,12,12
2021-03-26,84231000,"Nemocnice Nové Město na Moravě, p.o.",CZ063,"Kraj Vysočina",,,,,,,,,,,,,,,,,
2021-03-26,72933000,"Úrazová nemocnice v Brně",CZ064,"Jihomoravský kraj",13,62,145,0,6,21,0,2,9,,,1,3,2,2,8,8
2021-03-26,72932000,"Centrum kardiovaskulární a transplantační chirurgie Brno",CZ064,"Jihomoravský kraj",0,21,41,,,,1,3,22,1,6,2,5,0,4,4,4
2021-03-26,72100000,"Fakultní nemocnice Brno",CZ064,"Jihomoravský kraj",43,243,655,1,4,23,1,12,44,2,2,3,4,13,13,25,25
2021-03-26,83001000,"Nemocnice Znojmo, příspěvková organizace",CZ064,"Jihomoravský kraj",,,,,,,,,,,,,,,,,
2021-03-26,81001000,"Nemocnice Vyškov, příspěvková organizace",CZ064,"Jihomoravský kraj",1,36,125,3,0,13,2,0,17,,,1,3,2,2,7,7
2021-03-26,73003000,"Nemocnice Ivančice, příspěvková organizace",CZ064,"Jihomoravský kraj",0,3,50,0,0,3,0,0,15,,,,,2,2,3,3
2021-03-26,72931000,"Masarykův onkologický ústav",CZ064,"Jihomoravský kraj",17,0,20,,,,0,0,2,,,0,1,1,2,0,7
2021-03-26,72048000,"Nemocnice Milosrdných bratří, příspěvková org.",CZ064,"Jihomoravský kraj",1,2,70,2,0,19,1,1,7,,,1,2,1,1,4,4
2021-03-26,72001000,"Fakultní nemocnice u sv. Anny v Brně",CZ064,"Jihomoravský kraj",51,59,360,11,8,36,4,5,40,1,8,4,6,10,10,30,30
2021-03-26,71113000,"Nemocnice Boskovice, s.r.o.",CZ064,"Jihomoravský kraj",5,53,154,0,3,10,0,0,6,,,1,1,2,2,5,5
2021-03-26,74001000,"Nemocnice Břeclav, příspěvková organizace",CZ064,"Jihomoravský kraj",29,15,120,2,0,10,2,1,14,,,3,6,2,2,6,6
2021-03-26,71101000,"Nemocnice Blansko",CZ064,"Jihomoravský kraj",19,0,68,3,0,7,2,0,5,,,,,1,1,1,1
2021-03-26,72037000,"Vojenská nemocnice Brno",CZ064,"Jihomoravský kraj",26,3,114,,,,3,0,20,,,,,,,,
2021-03-26,75001000,"Nemocnice TGM Hodonín, příspěvková organizace",CZ064,"Jihomoravský kraj",0,0,58,,,,0,1,13,,,,,,,,
2021-03-26,75002000,"Nemocnice Kyjov, příspěvková organizace",CZ064,"Jihomoravský kraj",,,,,,,,,,,,,,,,,
2021-03-26,72186000,"SurGal Clinic s.r.o.",CZ064,"Jihomoravský kraj",6,2,8,5,0,5,3,0,4,,,,,1,1,2,2
2021-03-26,89301000,"Fakultní nemocnice Olomouc",CZ071,"Olomoucký kraj",34,184,567,34,5,59,5,20,98,2,4,1,8,21,21,10,24
2021-03-26,78006000,"SMN a.s., Nemocnice Prostějov",CZ071,"Olomoucký kraj",23,120,320,,,,1,5,24,,,2,2,6,20,6,6
2021-03-26,78006000,"SMN a.s., Nemocnice Šternberk",CZ071,"Olomoucký kraj",6,10,114,0,1,3,0,1,8,,,0,1,2,2,6,6
2021-03-26,78006000,"SMN a.s., Nemocnice Přerov",CZ071,"Olomoucký kraj",11,13,186,0,0,13,2,0,17,,,2,2,2,2,6,6
2021-03-26,92002000,"Nemocnice Hranice a.s.",CZ071,"Olomoucký kraj",9,36,100,5,2,10,1,1,7,,,,,2,2,2,4
2021-03-26,93201000,"Nemocnice Šumperk a.s.",CZ071,"Olomoucký kraj",5,32,207,1,0,18,1,0,18,,,3,3,1,2,2,8
2021-03-26,95202000,"Jesenická nemocnice a.s.",CZ071,"Olomoucký kraj",6,0,20,3,0,4,1,1,5,,,1,1,1,1,2,3
2021-03-26,89903000,"Vojenská nemocnice Olomouc",CZ071,"Olomoucký kraj",11,7,62,6,0,6,0,2,12,,,0,2,2,2,4,4
2021-03-26,94101000,"Vsetínská nemocnice a.s.",CZ072,"Zlínský kraj",14,0,58,8,0,15,1,1,18,,,,,3,3,0,6
2021-03-26,82002000,"EUC Klinika Zlín a.s.",CZ072,"Zlínský kraj",,,,,,,,,,,,,,,,,
2021-03-26,77001000,"Kroměřížská nemocnice a.s.",CZ072,"Zlínský kraj",6,0,35,2,0,12,0,0,13,,,2,2,4,4,8,8
2021-03-26,94102000,"Nemocnice Valašské Meziříčí a.s.",CZ072,"Zlínský kraj",12,6,74,5,0,12,1,1,10,,,0,1,0,1,0,6
2021-03-26,94125000,"ORTHES, spol. s r.o.",CZ072,"Zlínský kraj",,,,,,,,,,,,,,1,1,0,1
2021-03-26,80001000,"Uherskohradišťská nemocnice a.s.",CZ072,"Zlínský kraj",8,22,147,1,1,4,0,0,23,,,4,4,0,3,0,12
2021-03-26,82001000,"Krajská nemocnice T. Bati, a. s.",CZ072,"Zlínský kraj",,,,,,,,,,,,,,,,,
2021-03-26,91001000,"Městská nemocnice Ostrava, příspěvková organizace",CZ080,"Moravskoslezský kraj",13,52,294,5,8,23,7,4,48,,,2,2,12,12,25,25
2021-03-26,91009000,"Fakultní nemocnice Ostrava",CZ080,"Moravskoslezský kraj",26,226,724,2,6,33,2,7,107,1,7,3,9,15,15,30,30
2021-03-26,85600000,"Sdružené zdravot. zařízení Krnov, p.o., Nemocnice",CZ080,"Moravskoslezský kraj",13,25,168,3,0,8,0,1,16,,,1,1,2,2,4,4
2021-03-26,85200000,"Podhorská nemocnice a.s.",CZ080,"Moravskoslezský kraj",10,7,50,2,0,7,0,0,2,,,,,0,0,2,2
2021-03-26,91950000,"Vítkovická nemocnice a.s.",CZ080,"Moravskoslezský kraj",8,11,80,4,1,11,0,1,8,,,1,1,2,2,,
2021-03-26,88015000,"Bílovecká nemocnice, a.s.",CZ080,"Moravskoslezský kraj",0,0,26,,,,1,1,6,,,,,2,4,,
2021-03-26,86106000,"Nemocnice Podlesí a.s.",CZ080,"Moravskoslezský kraj",4,37,93,4,0,28,3,7,18,0,4,,,,,,
2021-03-26,88005000,"Městská nemocnice v Odrách, příspěvková organizace",CZ080,"Moravskoslezský kraj",9,2,37,,,,,,,,,,,1,1,,
2021-03-26,86102000,"Nemocnice Třinec, příspěvková organizace",CZ080,"Moravskoslezský kraj",22,76,98,22,2,24,2,2,4,,,2,2,3,3,3,3
2021-03-26,86101000,"Nemocnice ve Frýdku-Místku, příspěvková organizace",CZ080,"Moravskoslezský kraj",0,0,321,0,0,23,0,0,24,,,0,2,0,7,,
2021-03-26,88001000,"Nemocnice Nový Jičín a.s.",CZ080,"Moravskoslezský kraj",14,28,230,2,1,4,2,3,28,,,3,5,2,9,1,19
2021-03-26,87001000,"Nemocnice s poliklinikou Karviná-Ráj, p. o.",CZ080,"Moravskoslezský kraj",0,12,83,7,0,20,2,0,14,,,2,2,2,2,5,5
2021-03-26,87004000,"Nemocnice s poliklinikou Havířov, p.o.",CZ080,"Moravskoslezský kraj",,,,,,,,,,,,,,,,,
2021-03-26,87003000,"Bohumínská městská nemocnice, a.s.",CZ080,"Moravskoslezský kraj",4,11,57,5,0,6,2,1,3,,,,,1,1,3,3
2021-03-26,90001000,"Slezská nemocnice v Opavě, příspěvková organizace",CZ080,"Moravskoslezský kraj",5,48,267,,,,8,2,18,,,3,3,3,3,8,8
2021-03-26,87013000,"Karvinská hornická nemocnice a.s.",CZ080,"Moravskoslezský kraj",4,21,90,5,1,6,2,3,8,,,,,1,1,1,3
2021-03-26,99999999,"ETOILE CZ a.s. (NIP)",CZ010,"Hlavní město Praha",0,0,30,,,,,,,,,,,,,,
2021-03-26,99999999,"Nemocnice SWISS MED CLINIC s.r.o (NIP)",CZ032,"Plzeňský kraj",0,0,21,,,,,,,,,,,,,,
2021-03-26,99999999,"NEMOS PLUS s.r.o (NIP)",CZ010,"Hlavní město Praha",,,,,,,,,,,,,,,,,
2021-03-26,99999999,"Nemocnice Vrchlabí (NIP)",CZ052,"Královéhradecký kraj",,,,,,,,,,,,,,,,,
2021-03-26,99999999,"Nemocnice Tanvald (NIP)",CZ051,"Liberecký kraj",,,,,,,,,,,,,,,,,
2021-03-26,99999999,"Chronicare s.r.o. (NIP)",CZ010,"Hlavní město Praha",,,,,,,,,,,,,,,,,
2021-03-26,99999999,"Chronicare Nord s.r.o. (NIP)",CZ010,"Hlavní město Praha",,,,,,,,,,,,,,,,,
2021-03-26,99999999,"Chronicare Mund s.r.o. (NIP)",CZ010,"Hlavní město Praha",,,,,,,,,,,,,,,,,
2021-03-26,99999999,"Vršovická zdravotní a.s. (NIP)",CZ010,"Hlavní město Praha",,,,,,,,,,,,,,,,,
2021-03-26,99999999,"Vysočinské nemocnice s.r.o. (NIP)",CZ063,"Kraj Vysočina",20,12,254,,,,,,,,,,,,,,
2021-03-26,99999999,"Domov Březiny, p.o. pavilon 3",CZ080,"Moravskoslezský kraj",,,,,,,,,,,,,,,,,
2021-03-26,99999999,"AquaKlim, s.r.o. - pavilon B",CZ080,"Moravskoslezský kraj",,,,,,,,,,,,,,,,,
2021-03-26,99999999,"Sanatorium Jablunkov, a.s.",CZ080,"Moravskoslezský kraj",,,,,,,,,,,,,,,,,
2021-03-26,99999999,"NsP Karviná-Ráj, p.o. - pracoviště Orlová",CZ080,"Moravskoslezský kraj",,,,,,,,,,,,,,,,,
2021-03-26,99999999,"Lázně Slatinice a.s. (NIP)",CZ071,"Olomoucký kraj",,,,,,,,,,,,,,,,,
2021-03-26,99999999,"ADP - SANCO s.r.o. (NIP)",CZ071,"Olomoucký kraj",,,,,,,,,,,,,,,,,
2021-03-26,99999999,"Lázně Teplice nad Bečvou a.s. (NIP)",CZ071,"Olomoucký kraj",,,,,,,,,,,,,,,,,
2021-03-26,99999999,"SANATORIUM EDEL s.r.o. (NIP)",CZ071,"Olomoucký kraj",,,,,,,,,,,,,,,,,
2021-03-26,99999999,"Interna Zábřeh, s. r. o. (NIP)",CZ071,"Olomoucký kraj",,,,,,,,,,,,,,,,,
2021-03-26,99999999,"Hospic na Svatém Kopečku (NIP)",CZ071,"Olomoucký kraj",,,,,,,,,,,,,,,,,
2021-03-26,99999999,"Almeda Neratovice",CZ020,"Středočeský kraj",,,,,,,,,,,,,,,,,
2021-03-26,72100000,"Psychiatrická nemocnice Brno (NIP)",CZ064,"Jihomoravský kraj",,,,,,,,,,,,,,,,,
2021-03-26,61853000,"Estrella Health a.s.",CZ010,"Hlavní město Praha",,,,,,,,,,,,,,,,,
2021-03-26,99999999,"Estrella Health a.s. (NIP)",CZ052,"Královéhradecký kraj",,,,,,,,,,,,,,,,,
2021-03-27,04002000,"Institut klinické a experimentální medicíny",CZ010,"Hlavní město Praha",14,0,185,0,15,24,0,15,24,0,8,0,8,,,15,32
2021-03-27,04004000,"Ústav pro péči o matku a dítě",CZ010,"Hlavní město Praha",2,2,6,,,,1,0,1,,,,,1,1,5,5
2021-03-27,05004000,"Nemocnice Na Homolce",CZ010,"Hlavní město Praha",6,5,14,1,0,4,0,2,20,1,4,3,7,10,12,5,10
2021-03-27,10002000,"Fakultní nemocnice Královské Vinohrady",CZ010,"Hlavní město Praha",2,6,250,2,4,80,0,5,59,1,3,5,14,0,4,24,32
2021-03-27,04005000,"Fakultní Thomayerova nemocnice",CZ010,"Hlavní město Praha",31,79,427,0,2,17,0,1,33,1,1,3,5,9,9,31,31
2021-03-27,08006000,"Fakultní nemocnice Na Bulovce",CZ010,"Hlavní město Praha",25,49,210,76,25,101,2,14,31,1,3,0,1,2,2,2,14
2021-03-27,10714000,"Vršovická zdravotní a.s.",CZ010,"Hlavní město Praha",0,0,16,,,,0,0,17,,,,,0,1,0,0
2021-03-27,01002000,"Nemocnice Milosrdných sester sv.K.Boromejského",CZ010,"Hlavní město Praha",5,2,30,0,0,4,0,0,11,,,1,1,2,8,1,3
2021-03-27,05002000,"Fakultní nemocnice v Motole",CZ010,"Hlavní město Praha",27,133,1035,0,0,80,3,13,45,4,8,,,9,66,0,0
2021-03-27,01003000,"Nemocnice Na Františku",CZ010,"Hlavní město Praha",2,3,35,0,0,3,0,1,9,,,,,1,1,,
2021-03-27,02002000,"Ústav hematologie a krevní transfuze",CZ010,"Hlavní město Praha",0,0,32,,,,0,2,2,,,2,2,,,,
2021-03-27,02004000,"Všeobecná fakultní nemocnice v Praze",CZ010,"Hlavní město Praha",5,2,512,0,0,20,0,1,136,0,10,4,22,10,18,15,37
2021-03-27,06051000,"ÚVN - Vojenská fakultní nemocnice Praha",CZ010,"Hlavní město Praha",25,41,311,8,2,24,0,5,40,1,2,2,4,14,16,20,20
2021-03-27,24200000,"Městská nemocnice Čáslav",CZ020,"Středočeský kraj",13,10,72,4,0,8,3,1,4,,,,,1,1,3,3
2021-03-27,22102000,"Nemocnice Slaný",CZ020,"Středočeský kraj",,,,,,,,,,,,,,,,,
2021-03-27,28002000,"PP Hospitals, s.r.o., Nemocnice Brandýs n/L.",CZ020,"Středočeský kraj",1,0,30,1,0,3,0,0,2,,,,,,,0,1
2021-03-27,27002000,"Městská nemocnice Městec Králové a.s.",CZ020,"Středočeský kraj",,,,,,,,,,,,,,,,,
2021-03-27,21001000,"JESSENIA a.s., Rehabilitační  nemocnice Beroun",CZ020,"Středočeský kraj",10,8,51,2,0,8,,,,,,,,,,,
2021-03-27,30531000,"Oblastní nemocnice Příbram, a.s.",CZ020,"Středočeský kraj",23,32,196,4,0,21,0,1,12,,,2,2,4,4,4,6
2021-03-27,20101000,"Nemocnice Rudolfa a Stefanie Benešov, a.s.",CZ020,"Středočeský kraj",28,20,180,1,0,5,1,1,8,,,0,1,0,3,,
2021-03-27,23101000,"Oblastní nemocnice Kolín, a.s.",CZ020,"Středočeský kraj",,,,,,,,,,,,,,,,,
2021-03-27,23101000,"Oblastní nem. Kolín, a.s., Nemocnice Kutná Hora",CZ020,"Středočeský kraj",21,0,88,1,0,6,0,0,9,,,,,,,,
2021-03-27,26001000,"Oblastní nemocnice Mladá Boleslav, a.s.",CZ020,"Středočeský kraj",14,22,194,5,3,17,0,0,12,,,4,4,3,3,6,6
2021-03-27,22101000,"Oblastní nemocnice Kladno,a.s.",CZ020,"Středočeský kraj",5,93,450,0,0,8,1,2,31,,,1,2,0,5,0,8
2021-03-27,28003000,"Nemocnice Říčany a.s.",CZ020,"Středočeský kraj",0,0,15,0,0,4,,,,,,,,0,1,2,2
2021-03-27,25110000,"Mělnická zdravotní, a.s., Nemocnice Mělník",CZ020,"Středočeský kraj",6,5,70,1,0,6,1,0,11,,,1,2,2,2,5,6
2021-03-27,27001000,"Nemocnice Nymburk s.r.o.",CZ020,"Středočeský kraj",,,,,,,,,,,,,,,,,
2021-03-27,26007000,"Klinika Dr. Pírka s.r.o.",CZ020,"Středočeský kraj",5,0,11,,,,,,,,,,,,,3,3
2021-03-27,31001000,"Masarykova nemocnice Rakovník s.r.o.",CZ020,"Středočeský kraj",,,,1,0,3,1,0,12,,,1,1,1,1,3,3
2021-03-27,21002000,"NH Hospital a.s., Nemocnice Hořovice",CZ020,"Středočeský kraj",6,19,160,1,1,8,1,1,16,0,1,3,4,2,2,8,8
2021-03-27,32006000,"Nemocnice České Budějovice, a.s.",CZ031,"Jihočeský kraj",21,260,832,6,12,40,2,2,21,2,2,6,6,10,10,18,30
2021-03-27,33100000,"Nemocnice Český Krumlov, a.s.",CZ031,"Jihočeský kraj",6,0,99,2,0,8,0,1,5,,,1,1,1,1,4,4
2021-03-27,34001000,"Nemocnice Jindřichův Hradec, a.s.",CZ031,"Jihočeský kraj",16,31,176,5,2,20,0,3,15,,,2,2,3,3,8,8
2021-03-27,37101000,"Nemocnice Prachatice, a.s.",CZ031,"Jihočeský kraj",6,8,87,2,1,8,1,0,5,,,2,2,2,2,4,4
2021-03-27,38001000,"Nemocnice Strakonice, a.s.",CZ031,"Jihočeský kraj",9,15,144,1,0,8,0,1,8,,,1,1,0,2,0,6
2021-03-27,36101000,"Nemocnice Písek, a.s.",CZ031,"Jihočeský kraj",14,7,160,5,1,20,0,0,10,,,1,1,2,2,4,6
2021-03-27,39001000,"Nemocnice Tábor, a.s.",CZ031,"Jihočeský kraj",28,80,108,4,0,4,2,0,2,,,1,1,1,1,6,6
2021-03-27,44101000,"Fakultní nemocnice Plzeň",CZ032,"Plzeňský kraj",66,269,997,8,14,77,0,4,84,0,5,11,15,43,43,51,51
2021-03-27,43010000,"Sušická nemocnice s.r.o.",CZ032,"Plzeňský kraj",,,,,,,,,,,,,,,,,
2021-03-27,44105000,"Mulačova nemocnice s.r.o.",CZ032,"Plzeňský kraj",5,4,21,4,0,4,0,1,8,,,,,1,1,4,4
2021-03-27,43001000,"Klatovská nemocnice, a.s.",CZ032,"Plzeňský kraj",36,26,133,9,0,13,1,5,19,,,1,1,5,5,10,10
2021-03-27,47101000,"Rokycanská nemocnice, a.s.",CZ032,"Plzeňský kraj",13,0,84,15,2,20,0,2,6,,,,,,,2,2
2021-03-27,40001000,"Domažlická nemocnice, a.s.",CZ032,"Plzeňský kraj",29,0,95,11,0,25,0,0,6,,,1,1,3,3,4,4
2021-03-27,45001000,"Stodská nemocnice a.s.",CZ032,"Plzeňský kraj",26,19,118,3,0,8,0,2,5,,,,,1,1,2,2
2021-03-27,44103000,"PRIVAMED a.s., Městská nemocnice Plzeň",CZ032,"Plzeňský kraj",22,0,30,0,0,4,1,0,2,,,,,,,,
2021-03-27,48008000,"NEMOS SOKOLOV s.r.o., Nemocnice Sokolov",CZ041,"Karlovarský kraj",11,9,56,8,0,18,0,1,12,,,2,2,2,2,0,12
2021-03-27,42008000,"KKN a.s., Nemocnice Karlovy Vary",CZ041,"Karlovarský kraj",16,18,155,3,3,15,1,1,28,,,2,4,2,5,5,10
2021-03-27,42041000,"KKN a.s., Nemocnice Cheb",CZ041,"Karlovarský kraj",8,6,102,0,0,3,0,0,8,,,1,1,2,3,2,4
2021-03-27,42010000,"NEMOS PLUS s.r.o., Nemocnice Ostrov",CZ041,"Karlovarský kraj",5,3,19,4,0,10,1,0,2,,,,,0,0,0,0
2021-03-27,55021000,"Nemocnice Litoměřice, a.s.",CZ042,"Ústecký kraj",19,23,89,1,0,16,1,3,18,,,1,1,7,7,6,11
2021-03-27,55039000,"Podřipská nemocnice s pol. Roudnice n. L., s.r.o.",CZ042,"Ústecký kraj",2,4,35,1,0,9,0,4,4,,,0,0,3,3,5,5
2021-03-27,52120000,"Nemocnice Kadaň s.r.o.",CZ042,"Ústecký kraj",9,11,69,18,4,30,2,1,5,,,,,1,1,8,8
2021-03-27,59001000,"KZ, a.s., Masarykova nem. Ústí n. L., o.z.",CZ042,"Ústecký kraj",57,35,514,3,1,41,1,8,56,2,3,10,12,21,21,29,29
2021-03-27,51100000,"KZ, a.s., Nemocnice Děčín, o.z.",CZ042,"Ústecký kraj",3,20,23,15,0,15,3,0,3,,,,,,,,
2021-03-27,58101000,"KZ, a.s., Nemocnice Teplice, o.z.",CZ042,"Ústecký kraj",28,30,253,1,1,21,1,2,23,,,2,2,5,5,11,12
2021-03-27,57001000,"KZ, a.s., Nemocnice Most, o.z.",CZ042,"Ústecký kraj",21,34,134,2,2,15,0,0,14,,,2,2,3,3,21,31
2021-03-27,52110000,"KZ, a.s., Nemocnice Chomutov, o.z.",CZ042,"Ústecký kraj",28,12,131,13,0,29,0,3,15,,,0,2,3,3,10,10
2021-03-27,58102000,"VITA, s.r.o., Městská nemocnice Duchcov",CZ042,"Ústecký kraj",0,3,21,,,,,,,,,,,1,1,0,1
2021-03-27,51300000,"Lužická nemocnice a poliklinika, a.s.",CZ042,"Ústecký kraj",,,,,,,,,,,,,,,,,
